ReleaseDate,AreaOfInterest,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20180410,TOTAL,"204,432,995.85","46,331,775.57","29,478,692.62","24,519,654.40","6,064,704.49","344,412.98",2018-04-10,2018-04-16,2
20180403,TOTAL,"206,468,222.83","44,568,072.07","30,266,535.24","23,536,636.50","6,207,278.31","125,490.97",2018-04-03,2018-04-09,2
20180327,TOTAL,"203,228,498.95","47,410,154.16","32,733,805.38","21,860,838.76","5,816,713.14","122,225.52",2018-03-27,2018-04-02,2
20180320,TOTAL,"203,277,687.54","48,484,822.70","29,381,867.65","25,367,920.95","4,617,423.56","42,513.51",2018-03-20,2018-03-26,2
20180313,TOTAL,"199,461,984.05","52,059,398.61","29,901,042.06","26,762,410.95","2,944,886.73","42,513.51",2018-03-13,2018-03-19,2
20180306,TOTAL,"195,444,454.01","59,209,307.34","27,682,172.16","26,111,355.46","2,701,602.80","23,344.13",2018-03-06,2018-03-12,2
20180227,TOTAL,"192,372,361.81","61,496,163.81","29,782,153.94","25,747,068.81","1,774,487.53",0.00,2018-02-27,2018-03-05,2
20180220,TOTAL,"180,319,942.31","56,867,210.91","38,377,687.96","33,149,114.41","2,458,280.30",0.00,2018-02-20,2018-02-26,2
20180213,TOTAL,"186,353,768.53","47,461,216.32","41,514,319.78","33,479,456.05","2,363,475.23",0.00,2018-02-13,2018-02-19,2
20180206,TOTAL,"144,574,880.56","76,076,652.08","49,138,282.91","39,591,936.69","1,790,483.67",0.00,2018-02-06,2018-02-12,2
20180130,TOTAL,"141,538,196.50","81,651,441.00","52,592,553.24","33,899,846.53","1,490,198.64",0.00,2018-01-30,2018-02-05,2
20180123,TOTAL,"143,360,388.30","91,007,939.75","62,598,520.63","13,956,445.13","248,942.11",0.00,2018-01-23,2018-01-29,2
20180116,TOTAL,"147,546,935.78","95,053,229.81","59,507,287.60","8,864,386.19","200,396.52",0.00,2018-01-16,2018-01-22,2
20180109,TOTAL,"156,471,970.40","87,619,395.32","59,430,854.04","7,472,055.30","177,960.85",0.00,2018-01-09,2018-01-15,2
20180102,TOTAL,"163,713,615.00","85,455,865.01","55,746,166.53","6,098,844.43","157,744.94",0.00,2018-01-02,2018-01-08,2
20171226,TOTAL,"174,863,137.54","78,744,405.83","53,123,186.97","4,283,824.31","157,681.25",0.00,2017-12-26,2018-01-01,2
20171219,TOTAL,"166,710,613.05","84,634,534.68","48,938,082.79","9,760,525.08","1,128,480.31",0.00,2017-12-19,2017-12-25,2
20171212,TOTAL,"174,609,297.62","80,764,144.27","41,923,950.10","11,958,090.59","1,916,753.32",0.00,2017-12-12,2017-12-18,2
20171205,TOTAL,"182,800,007.13","72,326,777.65","46,586,407.55","8,504,573.65","954,469.92",0.00,2017-12-05,2017-12-11,2
20171128,TOTAL,"198,108,148.43","68,343,686.39","38,604,769.88","5,723,652.31","391,978.89",0.00,2017-11-28,2017-12-04,2
20171121,TOTAL,"222,511,634.73","55,608,642.80","28,657,473.71","4,310,290.93","84,193.75",0.00,2017-11-21,2017-11-27,2
20171114,TOTAL,"226,946,513.96","56,581,009.08","24,753,828.97","2,806,690.16","84,193.75",0.00,2017-11-14,2017-11-20,2
20171107,TOTAL,"231,899,566.44","51,058,004.39","26,815,404.91","1,308,716.95","90,543.21",0.00,2017-11-07,2017-11-13,2
20171031,TOTAL,"225,943,727.41","58,533,011.63","26,214,160.53","386,121.25","95,215.08",0.00,2017-10-31,2017-11-06,2
20171024,TOTAL,"181,116,451.47","95,845,133.81","33,877,941.35","237,494.20","95,215.08",0.00,2017-10-24,2017-10-30,2
20171017,TOTAL,"184,863,994.07","92,191,145.97","33,663,167.19","384,379.88","69,548.79",0.00,2017-10-17,2017-10-23,2
20171010,TOTAL,"175,296,731.05","103,997,783.97","31,294,493.73","487,220.91","85,041.59","10,964.65",2017-10-10,2017-10-16,2
20171003,TOTAL,"184,411,359.21","95,795,098.63","30,072,515.85","690,209.07","183,702.44","19,350.70",2017-10-03,2017-10-09,2
20170926,TOTAL,"207,190,363.82","75,608,427.87","27,380,234.87","738,801.48","219,071.48","35,336.39",2017-09-26,2017-10-02,2
20170919,TOTAL,"222,203,039.37","62,286,181.77","25,341,355.49","1,046,413.60","259,909.45","35,336.23",2017-09-19,2017-09-25,2
20170912,TOTAL,"230,484,739.18","53,231,855.63","26,045,943.69","948,441.66","402,104.67","59,151.07",2017-09-12,2017-09-18,2
20170905,TOTAL,"247,001,676.85","37,825,835.50","25,040,265.34","891,493.30","353,813.85","59,151.07",2017-09-05,2017-09-11,2
20170829,TOTAL,"245,047,367.91","47,974,671.98","16,955,675.55","865,740.77","273,841.10","54,938.59",2017-08-29,2017-09-04,2
20170822,TOTAL,"246,623,315.32","45,412,249.59","17,960,392.76","890,419.04","261,893.75","23,965.43",2017-08-22,2017-08-28,2
20170815,TOTAL,"247,778,183.20","44,958,057.60","17,290,739.21","756,534.14","339,202.49","49,519.27",2017-08-15,2017-08-21,2
20170808,TOTAL,"247,315,078.66","45,269,563.89","17,100,118.81","1,155,367.00","258,001.10","74,106.44",2017-08-08,2017-08-14,2
20170801,TOTAL,"247,326,049.68","42,110,642.31","20,244,359.04","1,139,818.03","277,260.41","74,106.44",2017-08-01,2017-08-07,2
20170725,TOTAL,"251,760,691.19","40,807,954.68","17,206,719.69","1,045,713.17","277,050.74","74,106.44",2017-07-25,2017-07-31,2
20170718,TOTAL,"253,798,610.86","38,421,341.17","18,117,826.14","540,184.89","247,441.42","46,831.42",2017-07-18,2017-07-24,2
20170711,TOTAL,"262,238,616.82","31,653,722.16","16,540,670.15","454,952.37","284,274.41",0.00,2017-07-11,2017-07-17,2
20170704,TOTAL,"257,966,918.22","37,223,313.09","15,311,050.05","497,191.41","173,763.15",0.00,2017-07-04,2017-07-10,2
20170627,TOTAL,"260,387,439.28","34,679,441.69","15,454,476.74","500,271.06","150,607.14",0.00,2017-06-27,2017-07-03,2
20170620,TOTAL,"260,873,338.54","35,040,854.18","14,728,990.22","454,349.05","74,703.91",0.00,2017-06-20,2017-06-26,2
20170613,TOTAL,"250,089,595.73","41,624,061.53","18,919,437.01","539,141.64",0.00,0.00,2017-06-13,2017-06-19,2
20170606,TOTAL,"261,286,518.05","25,765,547.27","17,101,729.67","7,018,440.91",0.00,0.00,2017-06-06,2017-06-12,2
20170530,TOTAL,"248,318,824.49","32,056,930.29","21,718,390.19","6,798,480.87","2,279,610.05",0.00,2017-05-30,2017-06-05,2
20170523,TOTAL,"247,380,982.64","33,995,932.20","20,267,502.09","7,048,509.24","2,479,309.74",0.00,2017-05-23,2017-05-29,2
20170516,TOTAL,"235,761,096.88","40,830,425.01","24,863,999.74","7,176,314.88","2,540,399.40",0.00,2017-05-16,2017-05-22,2
20170509,TOTAL,"237,998,319.54","40,519,049.71","23,011,090.85","8,808,941.70","834,834.10",0.00,2017-05-09,2017-05-15,2
20170502,TOTAL,"228,464,690.96","42,481,518.88","30,816,384.11","9,013,264.43","396,377.52",0.00,2017-05-02,2017-05-08,2
20170425,TOTAL,"213,722,941.98","56,148,813.24","33,460,850.14","7,729,658.60","109,971.96",0.00,2017-04-25,2017-05-01,2
20170418,TOTAL,"194,411,676.39","64,394,800.76","42,936,325.90","9,135,706.61","293,726.24",0.00,2017-04-18,2017-04-24,2
20170411,TOTAL,"193,891,676.27","65,585,475.40","41,621,998.10","9,779,359.89","293,726.24",0.00,2017-04-11,2017-04-17,2
20170404,TOTAL,"180,072,524.56","72,729,520.25","48,866,703.75","9,147,499.94","355,987.41",0.00,2017-04-04,2017-04-10,2
20170328,TOTAL,"159,957,532.23","73,484,529.90","61,676,502.22","15,596,340.84","457,330.73",0.00,2017-03-28,2017-04-03,2
20170321,TOTAL,"158,043,813.00","74,144,709.12","61,133,361.45","16,386,127.46","1,464,224.88",0.00,2017-03-21,2017-03-27,2
20170314,TOTAL,"153,551,524.97","67,700,372.76","65,049,183.67","23,259,342.25","1,611,812.25",0.00,2017-03-14,2017-03-20,2
20170307,TOTAL,"144,490,659.22","76,534,454.29","66,023,407.53","22,193,211.07","1,930,503.80",0.00,2017-03-07,2017-03-13,2
20170228,TOTAL,"141,075,763.78","82,539,977.87","62,005,709.59","22,716,647.49","2,834,137.17",0.00,2017-02-28,2017-03-06,2
20170221,TOTAL,"158,944,238.46","65,405,885.83","66,839,007.35","17,686,434.90","2,296,669.36",0.00,2017-02-21,2017-02-27,2
20170214,TOTAL,"157,701,698.08","63,433,265.02","67,942,616.88","20,133,005.82","1,961,650.10",0.00,2017-02-14,2017-02-20,2
20170207,TOTAL,"162,114,270.28","60,249,596.31","65,594,169.76","21,164,594.70","2,049,604.85",0.00,2017-02-07,2017-02-13,2
20170131,TOTAL,"164,268,741.66","57,896,337.54","53,475,924.82","30,438,311.50","5,092,920.39",0.00,2017-01-31,2017-02-06,2
20170124,TOTAL,"163,259,984.16","56,511,082.92","54,334,677.98","31,550,628.16","5,515,862.69",0.00,2017-01-24,2017-01-30,2
20170117,TOTAL,"139,870,359.58","63,548,462.99","52,083,032.17","28,745,533.36","24,102,556.36","2,822,291.44",2017-01-17,2017-01-23,2
20170110,TOTAL,"133,808,046.26","64,096,687.00","54,907,256.32","30,835,304.47","24,702,650.42","2,822,291.44",2017-01-10,2017-01-16,2
20170103,TOTAL,"127,909,096.91","63,955,605.59","55,624,052.30","34,612,509.16","19,839,719.29","9,231,252.66",2017-01-03,2017-01-09,2
20161227,TOTAL,"111,458,730.04","73,082,532.12","58,190,449.84","31,741,530.44","23,612,025.16","13,086,968.30",2016-12-27,2017-01-02,2
20161220,TOTAL,"110,892,050.57","66,458,293.22","64,724,992.64","31,974,447.30","19,155,992.94","17,966,459.23",2016-12-20,2016-12-26,2
20161213,TOTAL,"117,997,889.75","52,474,388.14","63,857,030.19","36,763,146.18","21,912,393.15","18,167,388.50",2016-12-13,2016-12-19,2
20161206,TOTAL,"120,657,145.20","44,961,159.04","65,669,889.13","38,911,225.12","22,800,054.09","18,172,763.32",2016-12-06,2016-12-12,2
20161129,TOTAL,"115,940,219.31","46,615,588.47","57,029,589.44","40,360,240.46","29,986,326.14","21,240,272.10",2016-11-29,2016-12-05,2
20161122,TOTAL,"116,061,365.49","46,291,103.07","56,656,239.36","42,224,099.18","28,521,813.15","21,417,615.65",2016-11-22,2016-11-28,2
20161115,TOTAL,"127,403,987.00","42,902,507.63","55,190,845.76","39,789,149.71","26,284,319.97","19,601,425.83",2016-11-15,2016-11-21,2
20161108,TOTAL,"139,364,813.70","42,478,564.21","53,893,429.49","35,677,919.92","21,769,604.62","17,987,903.98",2016-11-08,2016-11-14,2
20161101,TOTAL,"140,738,262.91","41,714,910.18","53,788,125.81","35,449,693.46","22,285,104.87","17,196,138.69",2016-11-01,2016-11-07,2
20161025,TOTAL,"149,640,297.00","41,674,173.06","43,588,019.97","38,405,450.98","21,344,759.15","16,519,535.74",2016-10-25,2016-10-31,2
20161018,TOTAL,"150,904,175.28","49,105,336.64","38,488,974.49","35,727,250.69","21,790,004.65","15,156,494.16",2016-10-18,2016-10-24,2
20161011,TOTAL,"154,177,029.99","51,086,674.60","37,862,260.15","33,280,805.74","19,800,909.41","14,964,556.01",2016-10-11,2016-10-17,2
20161004,TOTAL,"158,584,336.61","50,010,039.05","37,233,550.13","31,791,019.19","18,843,846.96","14,709,443.96",2016-10-04,2016-10-10,2
20160927,TOTAL,"140,058,220.70","70,101,754.02","43,235,499.65","24,104,725.63","19,022,438.76","14,649,597.16",2016-09-27,2016-10-03,2
20160920,TOTAL,"152,238,580.39","59,471,007.11","42,739,342.35","24,365,360.81","18,167,564.64","14,190,380.59",2016-09-20,2016-09-26,2
20160913,TOTAL,"152,180,929.38","60,508,678.95","42,030,805.06","24,468,802.33","17,792,639.59","14,190,380.59",2016-09-13,2016-09-19,2
20160906,TOTAL,"159,372,095.50","58,340,107.25","42,928,915.38","20,895,922.14","15,444,815.04","14,190,380.59",2016-09-06,2016-09-12,2
20160830,TOTAL,"155,690,923.67","63,756,651.64","41,676,771.05","20,916,387.62","14,941,121.33","14,190,380.59",2016-08-30,2016-09-05,2
20160823,TOTAL,"161,679,069.13","57,982,579.11","41,238,112.29","21,060,526.40","15,021,568.39","14,190,380.59",2016-08-23,2016-08-29,2
20160816,TOTAL,"157,919,081.24","60,136,399.51","42,481,313.23","20,092,965.78","16,352,095.56","14,190,380.59",2016-08-16,2016-08-22,2
20160809,TOTAL,"145,488,260.37","64,743,782.61","47,937,421.80","26,416,148.77","12,396,241.76","14,190,380.59",2016-08-09,2016-08-15,2
20160802,TOTAL,"147,841,382.21","62,181,989.60","50,002,444.50","24,632,095.30","12,323,943.69","14,190,380.59",2016-08-02,2016-08-08,2
20160726,TOTAL,"140,845,727.70","67,577,537.09","54,384,465.30","21,927,755.40","12,246,369.81","14,190,380.59",2016-07-26,2016-08-01,2
20160719,TOTAL,"140,697,269.38","71,100,044.11","53,463,177.92","19,723,691.14","11,997,672.76","14,190,380.59",2016-07-19,2016-07-25,2
20160712,TOTAL,"144,495,266.39","73,385,487.20","48,161,441.01","19,425,423.29","11,514,237.42","14,190,380.59",2016-07-12,2016-07-18,2
20160705,TOTAL,"145,966,548.07","74,721,909.88","47,580,023.21","17,496,092.64","11,217,281.51","14,190,380.59",2016-07-05,2016-07-11,2
20160628,TOTAL,"151,437,907.47","78,002,380.88","42,940,790.36","14,954,545.97","9,646,230.64","14,190,380.59",2016-06-28,2016-07-04,2
20160621,TOTAL,"155,325,083.89","77,099,685.35","41,307,550.34","13,806,816.93","9,442,718.80","14,190,380.59",2016-06-21,2016-06-27,2
20160614,TOTAL,"168,458,699.99","75,128,910.01","31,075,009.91","12,876,516.60","9,442,718.80","14,190,380.59",2016-06-14,2016-06-20,2
20160607,TOTAL,"185,874,512.73","67,886,346.75","25,400,174.99","8,348,540.61","9,472,280.24","14,190,380.59",2016-06-07,2016-06-13,2
20160531,TOTAL,"193,184,680.85","63,173,577.87","23,118,792.43","8,029,464.60","9,475,339.57","14,190,380.59",2016-05-31,2016-06-06,2
20160524,TOTAL,"196,746,706.19","59,823,518.96","23,924,271.61","7,012,018.99","9,475,339.57","14,190,380.59",2016-05-24,2016-05-30,2
20160517,TOTAL,"197,852,745.91","58,060,596.01","24,371,435.52","7,221,738.31","9,475,339.57","14,190,380.59",2016-05-17,2016-05-23,2
20160510,TOTAL,"199,815,955.58","56,076,521.22","23,092,644.36","5,947,027.92","12,049,706.23","14,190,380.59",2016-05-10,2016-05-16,2
20160503,TOTAL,"183,388,070.57","78,027,194.26","16,722,124.06","6,596,917.53","12,247,548.90","14,190,380.59",2016-05-03,2016-05-09,2
20160426,TOTAL,"176,011,410.43","85,689,600.01","16,257,349.23","6,775,946.75","12,247,548.90","14,190,380.59",2016-04-26,2016-05-02,2
20160419,TOTAL,"191,677,625.61","71,716,058.29","14,556,457.59","6,784,164.92","12,247,548.90","14,190,380.59",2016-04-19,2016-04-25,2
20160412,TOTAL,"222,180,564.94","40,298,544.54","15,412,089.89","6,025,687.14","9,734,811.22","17,520,538.18",2016-04-12,2016-04-18,2
20160405,TOTAL,"226,798,083.74","36,267,422.00","14,846,159.07","6,005,221.70","9,734,811.22","17,520,538.18",2016-04-05,2016-04-11,2
20160329,TOTAL,"231,289,091.06","34,241,037.64","13,292,340.88","5,100,611.89","8,020,919.67","19,228,234.77",2016-03-29,2016-04-04,2
20160322,TOTAL,"243,684,748.61","22,187,965.44","12,943,418.40","5,098,686.35","8,029,182.34","19,228,234.77",2016-03-22,2016-03-28,2
20160315,TOTAL,"245,818,754.10","24,600,584.12","8,357,848.19","5,137,632.38","8,029,182.34","19,228,234.77",2016-03-15,2016-03-21,2
20160308,TOTAL,"238,034,707.77","28,748,252.91","8,608,782.89","6,241,139.44","9,709,253.26","19,830,099.62",2016-03-08,2016-03-14,2
20160301,TOTAL,"245,002,320.67","21,759,615.31","8,484,468.66","6,386,478.38","9,709,253.26","19,830,099.62",2016-03-01,2016-03-07,2
20160223,TOTAL,"235,242,419.81","29,128,428.05","10,959,062.69","6,302,972.47","9,709,253.26","19,830,099.62",2016-02-23,2016-02-29,2
20160216,TOTAL,"217,454,481.20","43,417,785.67","14,165,758.19","6,483,931.57","9,820,179.66","19,830,099.62",2016-02-16,2016-02-22,2
20160209,TOTAL,"228,524,717.06","34,094,719.23","12,387,967.68","6,409,556.61","9,925,175.71","19,830,099.62",2016-02-09,2016-02-15,2
20160202,TOTAL,"226,009,398.56","36,560,473.76","11,775,307.21","6,978,336.07","9,991,547.60","19,857,172.69",2016-02-02,2016-02-08,2
20160126,TOTAL,"227,142,052.53","35,386,362.09","11,799,625.58","6,926,900.61","9,774,698.23","20,142,596.86",2016-01-26,2016-02-01,2
20160119,TOTAL,"213,188,490.58","32,578,872.93","28,560,676.69","5,283,987.99","11,160,616.44","20,399,591.27",2016-01-19,2016-01-25,2
20160112,TOTAL,"211,685,837.59","33,117,587.44","28,118,773.65","6,647,202.33","11,189,430.94","20,413,403.96",2016-01-12,2016-01-18,2
20160105,TOTAL,"203,720,858.15","36,097,667.54","33,082,894.45","6,667,980.86","11,145,208.16","20,457,626.73",2016-01-05,2016-01-11,2
20151229,TOTAL,"196,193,361.85","37,759,852.96","38,224,027.44","7,290,789.69","11,246,577.24","20,457,626.73",2015-12-29,2016-01-04,2
20151222,TOTAL,"195,329,880.61","36,425,131.88","39,049,127.30","8,556,406.48","11,354,062.91","20,457,626.73",2015-12-22,2015-12-28,2
20151215,TOTAL,"195,925,944.20","37,697,940.73","36,838,350.24","8,898,311.09","11,354,062.91","20,457,626.73",2015-12-15,2015-12-21,2
20151208,TOTAL,"203,329,343.87","29,599,336.81","36,594,765.00","8,426,689.59","12,764,473.91","20,457,626.73",2015-12-08,2015-12-14,2
20151201,TOTAL,"197,469,593.51","33,849,928.48","37,518,730.29","8,775,105.99","13,101,250.90","20,457,626.73",2015-12-01,2015-12-07,2
20151124,TOTAL,"195,077,072.97","35,350,721.85","38,192,860.27","8,942,868.78","13,151,085.30","20,457,626.73",2015-11-24,2015-11-30,2
20151117,TOTAL,"181,552,255.47","46,175,556.22","40,824,696.92","9,000,301.68","13,161,798.88","20,457,626.73",2015-11-17,2015-11-23,2
20151110,TOTAL,"175,414,592.58","45,554,196.76","47,311,148.33","9,272,872.62","13,161,798.88","20,457,626.73",2015-11-10,2015-11-16,2
20151103,TOTAL,"171,696,930.43","47,986,464.59","47,226,235.13","10,557,896.12","13,243,883.12","20,460,826.51",2015-11-03,2015-11-09,2
20151027,TOTAL,"149,810,806.77","61,789,565.93","48,517,527.38","15,569,738.32","14,928,321.16","20,556,276.34",2015-10-27,2015-11-02,2
20151020,TOTAL,"138,519,392.63","60,567,004.42","41,571,298.23","21,297,794.02","27,153,542.02","22,063,204.58",2015-10-20,2015-10-26,2
20151013,TOTAL,"159,473,734.38","44,399,272.33","38,271,572.21","25,579,958.57","22,524,810.10","20,922,888.30",2015-10-13,2015-10-19,2
20151006,TOTAL,"164,421,791.69","42,742,471.99","38,342,979.66","25,532,054.97","19,500,942.37","20,631,995.23",2015-10-06,2015-10-12,2
20150929,TOTAL,"134,368,337.78","64,424,815.07","48,865,020.69","25,412,546.74","17,545,239.27","20,556,276.34",2015-09-29,2015-10-05,2
20150922,TOTAL,"130,337,495.14","67,337,435.58","51,106,729.06","24,619,755.39","17,214,544.39","20,556,276.34",2015-09-22,2015-09-28,2
20150915,TOTAL,"138,708,247.04","60,383,034.94","49,320,392.34","25,151,351.80","17,052,933.43","20,556,276.34",2015-09-15,2015-09-21,2
20150908,TOTAL,"139,803,543.08","57,510,813.49","48,278,396.99","28,798,168.88","16,225,037.11","20,556,276.34",2015-09-08,2015-09-14,2
20150901,TOTAL,"155,548,032.64","54,967,145.33","38,887,844.37","23,226,489.56","17,986,447.67","20,556,276.34",2015-09-01,2015-09-07,2
20150825,TOTAL,"163,676,343.25","54,885,033.25","31,899,605.92","19,559,673.31","20,595,303.83","20,556,276.34",2015-08-25,2015-08-31,2
20150818,TOTAL,"151,354,131.44","64,984,568.30","34,210,409.53","21,401,059.54","18,665,790.76","20,556,276.34",2015-08-18,2015-08-24,2
20150811,TOTAL,"157,804,809.20","60,131,425.53","33,195,620.14","21,851,467.86","17,634,454.83","20,556,276.34",2015-08-11,2015-08-17,2
20150804,TOTAL,"174,251,901.17","53,125,948.01","24,917,897.15","22,177,219.16","16,175,102.12","20,525,986.29",2015-08-04,2015-08-10,2
20150728,TOTAL,"198,611,205.97","33,427,535.68","21,891,073.98","21,346,285.32","15,370,148.67","20,525,986.29",2015-07-28,2015-08-03,2
20150721,TOTAL,"205,776,998.82","25,216,299.21","27,221,902.80","19,605,068.02","12,825,980.77","20,525,986.29",2015-07-21,2015-07-27,2
20150714,TOTAL,"206,894,777.81","24,735,482.45","26,250,544.02","19,975,400.41","12,790,044.93","20,525,986.29",2015-07-14,2015-07-20,2
20150707,TOTAL,"200,545,433.05","30,985,892.43","27,974,291.47","18,606,957.27","12,531,021.49","20,528,640.19",2015-07-07,2015-07-13,2
20150630,TOTAL,"193,342,119.22","38,291,465.31","33,819,824.09","14,027,055.22","11,163,131.88","20,528,640.19",2015-06-30,2015-07-06,2
20150623,TOTAL,"185,537,073.45","44,343,911.80","36,528,168.17","13,071,310.41","11,163,131.88","20,528,640.19",2015-06-23,2015-06-29,2
20150616,TOTAL,"169,163,893.29","63,684,799.91","36,367,291.62","10,264,479.01","11,163,131.88","20,528,640.19",2015-06-16,2015-06-22,2
20150609,TOTAL,"171,602,954.06","67,169,475.68","29,923,356.11","10,775,948.91","11,140,528.63","20,559,972.51",2015-06-09,2015-06-15,2
20150602,TOTAL,"168,791,011.08","70,046,000.44","29,737,063.56","10,893,422.83","11,140,734.70","20,564,003.31",2015-06-02,2015-06-08,2
20150526,TOTAL,"140,157,445.08","77,026,337.78","52,411,909.40","10,358,831.43","10,653,708.92","20,564,003.31",2015-05-26,2015-06-01,2
20150519,TOTAL,"154,532,930.22","67,506,317.78","47,098,915.87","10,816,359.81","10,653,580.70","20,564,131.53",2015-05-19,2015-05-25,2
20150512,TOTAL,"156,005,452.64","86,344,606.88","25,811,541.71","11,630,888.66","10,815,614.49","20,564,131.53",2015-05-12,2015-05-18,2
20150505,TOTAL,"166,543,253.88","71,945,155.50","26,155,302.98","14,592,048.95","11,170,195.40","20,766,279.19",2015-05-05,2015-05-11,2
20150428,TOTAL,"191,447,448.63","45,673,480.47","27,811,260.08","14,233,407.65","11,235,906.24","20,770,732.83",2015-04-28,2015-05-04,2
20150421,TOTAL,"190,049,392.12","44,185,377.37","26,614,369.71","16,660,841.70","12,815,584.92","20,846,670.07",2015-04-21,2015-04-27,2
20150414,TOTAL,"172,515,579.57","61,059,797.95","27,197,945.27","14,771,585.43","15,023,297.42","20,604,030.26",2015-04-14,2015-04-20,2
20150407,TOTAL,"168,667,306.09","64,042,950.01","27,803,173.85","14,943,691.08","15,094,460.71","20,620,654.16",2015-04-07,2015-04-13,2
20150331,TOTAL,"175,056,800.13","57,801,829.23","28,286,160.47","14,406,464.83","15,042,533.62","20,578,447.63",2015-03-31,2015-04-06,2
20150324,TOTAL,"187,116,541.02","46,547,060.21","27,709,787.08","14,215,461.54","15,004,938.43","20,578,447.63",2015-03-24,2015-03-30,2
20150317,TOTAL,"196,207,360.03","38,627,361.36","28,567,964.59","12,280,421.54","15,086,141.05","20,402,987.34",2015-03-17,2015-03-23,2
20150310,TOTAL,"196,328,053.99","43,396,833.24","24,086,070.44","12,042,740.13","14,915,550.77","20,402,987.34",2015-03-10,2015-03-16,2
20150303,TOTAL,"195,179,246.81","42,557,516.91","25,934,630.86","10,509,567.37","15,203,968.74","21,787,305.22",2015-03-03,2015-03-09,2
20150224,TOTAL,"190,163,958.22","44,765,007.06","28,474,461.34","9,896,703.43","13,700,808.26","24,171,297.58",2015-02-24,2015-03-02,2
20150217,TOTAL,"188,093,589.58","49,380,007.24","24,576,307.26","11,345,825.87","13,434,016.57","24,342,489.39",2015-02-17,2015-02-23,2
20150210,TOTAL,"193,947,900.60","47,846,436.43","20,388,961.83","11,217,411.13","13,436,096.61","24,335,429.30",2015-02-10,2015-02-16,2
20150203,TOTAL,"200,130,762.84","45,021,857.18","18,494,891.37","9,794,725.79","16,639,127.85","21,090,870.89",2015-02-03,2015-02-09,2
20150127,TOTAL,"188,715,520.45","56,421,747.05","17,279,894.37","10,648,146.65","17,013,523.27","21,093,404.11",2015-01-27,2015-02-02,2
20150120,TOTAL,"209,653,952.82","34,079,408.90","18,439,746.31","10,892,973.00","17,082,985.54","21,023,169.34",2015-01-20,2015-01-26,2
20150113,TOTAL,"214,737,828.09","30,434,394.67","17,201,101.57","11,296,538.74","16,480,784.98","21,021,587.85",2015-01-13,2015-01-19,2
20150106,TOTAL,"218,090,867.88","27,700,637.14","16,425,750.95","10,314,304.84","19,587,060.39","19,053,614.70",2015-01-06,2015-01-12,2
20141230,TOTAL,"213,493,851.22","31,278,256.46","17,033,714.82","9,083,316.00","19,884,009.05","20,399,088.36",2014-12-30,2015-01-05,2
20141223,TOTAL,"200,009,769.67","42,348,061.39","17,424,610.07","11,164,526.34","19,836,920.24","20,388,348.20",2014-12-23,2014-12-29,2
20141216,TOTAL,"201,458,999.60","40,587,784.30","17,587,783.80","11,510,895.76","19,737,713.27","20,289,059.19",2014-12-16,2014-12-22,2
20141209,TOTAL,"200,194,967.62","42,181,762.44","18,719,101.16","8,974,890.71","11,656,283.16","29,445,230.82",2014-12-09,2014-12-15,2
20141202,TOTAL,"202,739,045.20","40,608,655.15","18,529,795.35","9,024,050.57","10,866,120.81","29,404,568.83",2014-12-02,2014-12-08,2
20141125,TOTAL,"184,853,478.88","58,546,508.02","18,657,363.30","8,894,437.82","10,815,879.05","29,404,568.83",2014-11-25,2014-12-01,2
20141118,TOTAL,"177,113,621.33","63,574,747.79","20,894,429.30","9,233,875.70","10,787,424.09","29,568,137.69",2014-11-18,2014-11-24,2
20141111,TOTAL,"172,962,610.92","66,744,984.81","21,818,134.42","9,290,943.99","10,787,424.09","29,568,137.69",2014-11-11,2014-11-17,2
20141104,TOTAL,"178,145,269.75","61,262,024.86","20,220,086.15","10,809,025.42","11,148,139.05","29,587,690.68",2014-11-04,2014-11-10,2
20141028,TOTAL,"181,693,512.61","58,477,951.76","18,974,848.11","11,200,904.43","11,121,945.84","29,703,073.15",2014-10-28,2014-11-03,2
20141021,TOTAL,"178,099,755.42","58,890,440.42","22,432,554.04","11,273,712.67","10,856,600.60","29,619,172.77",2014-10-21,2014-10-27,2
20141014,TOTAL,"174,594,225.33","62,481,505.28","22,337,058.62","11,147,449.17","10,992,824.74","29,619,172.77",2014-10-14,2014-10-20,2
20141007,TOTAL,"171,446,635.55","63,253,066.62","24,321,384.52","11,457,411.02","11,074,565.43","29,619,172.77",2014-10-07,2014-10-13,2
20140930,TOTAL,"169,415,763.47","65,281,625.42","24,235,879.43","11,602,098.25","11,118,593.77","29,518,275.57",2014-09-30,2014-10-06,2
20140923,TOTAL,"176,487,054.02","59,654,741.21","24,445,686.68","11,774,844.82","11,183,543.22","27,626,365.95",2014-09-23,2014-09-29,2
20140916,TOTAL,"183,684,346.57","56,482,756.62","18,055,086.24","14,015,250.15","11,308,430.37","27,626,365.95",2014-09-16,2014-09-22,2
20140909,TOTAL,"188,714,835.51","50,917,014.93","17,827,767.80","14,485,032.96","11,611,645.35","27,615,939.36",2014-09-09,2014-09-15,2
20140902,TOTAL,"200,523,741.69","37,407,546.83","16,367,007.83","17,618,577.05","11,554,316.44","27,701,046.07",2014-09-02,2014-09-08,2
20140826,TOTAL,"203,954,439.64","33,216,271.85","17,498,880.89","17,446,706.81","11,354,890.64","27,701,046.07",2014-08-26,2014-09-01,2
